,str,dex,con,int,wis,cha,ac,hp,perception,fortitude,reflex,will,focus,num_immunities,land_speed,fly,climb,swim,spells_nr_lvl_1,spells_nr_lvl_2,spells_nr_lvl_3,spells_nr_lvl_4,spells_nr_lvl_5,spells_nr_lvl_6,spells_nr_lvl_7,spells_nr_lvl_8,spells_nr_lvl_9,melee_max_bonus,avg_melee_dmg,ranged_max_bonus,avg_ranged_dmg,acid_resistance,all_damage_resistance,bludgeoning_resistance,cold_resistance,electricity_resistance,fire_resistance,mental_resistance,physical_resistance,piercing_resistance,poison_resistance,slashing_resistance,area_damage_weakness,cold_weakness,cold_iron_weakness,evil_weakness,fire_weakness,good_weakness,slashing_weakness,splash_damage_weakness
247,8,6,8,6,10,8,45,475,38,36,34,38,1,0,40.0,40,0,0,0,0,0,0,0,2,0,2,8,39,45.5,0,0.0,0,0,0,20,0,20,0,0,0,0,0,0,0,20,20,0,0,0,0
248,2,2,2,2,2,2,15,22,7,7,7,7,0,0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,6,3,4,1,3,4,28,190,16,19,16,20,1,2,40.0,0,0,40,0,0,1,0,1,0,0,0,0,21,24.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
250,7,0,4,-4,4,-2,28,170,17,19,15,19,0,0,20.0,0,0,40,0,0,0,0,0,0,0,0,0,22,23.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,2,2,2,2,2,2,15,22,7,7,7,7,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0
252,8,3,7,3,5,3,31,200,22,24,20,22,1,1,25.0,80,0,0,0,0,0,0,0,0,0,0,0,24,21.0,23,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,4,2,3,-3,1,-1,18,60,8,10,7,6,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,11,9.5,0,0.0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
254,4,1,5,-4,1,-2,17,65,6,14,8,6,0,0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,11,10.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
255,7,-1,7,-5,2,-4,25,165,14,21,11,14,0,0,20.0,0,15,0,0,0,0,0,0,0,0,0,0,21,19.0,17,16.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,9,5,9,5,6,8,47,500,37,38,34,37,1,6,60.0,180,0,0,0,0,0,1,0,0,0,1,0,39,42.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0
257,5,2,4,0,2,1,24,94,14,16,12,14,0,4,25.0,0,0,0,0,0,0,0,0,0,0,0,0,17,17.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,8,4,6,8,5,6,41,335,30,31,25,32,1,0,20.0,0,0,50,0,0,0,0,1,1,2,1,2,33,32.5,33,25.0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,15,0,0,0
259,3,4,3,1,3,5,28,160,18,15,20,18,1,0,25.0,0,0,15,6,5,6,7,7,1,0,0,0,19,18.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,-3,3,0,-4,3,0,15,7,5,2,7,5,0,0,10.0,40,0,0,0,0,0,0,0,0,0,0,0,7,3.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,5,2,0,0,1,0,21,85,12,13,9,14,0,5,20.0,0,0,0,0,0,0,0,0,0,0,0,0,14,12.0,0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0
262,9,6,7,6,6,10,45,375,34,37,32,34,1,3,30.0,50,0,0,0,0,0,0,0,0,5,0,7,39,36.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
263,7,5,5,7,3,5,30,175,19,21,19,17,1,0,25.0,25,0,25,1,0,4,4,5,0,0,0,0,23,25.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,4,6,2,2,5,6,30,170,21,16,22,19,0,4,0.0,100,0,0,0,0,0,0,0,0,0,0,0,23,21.0,23,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,8,6,7,4,6,6,38,300,28,31,26,26,1,1,25.0,50,0,0,0,1,2,2,0,0,0,0,0,34,36.5,0,0.0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,15,0,0
266,6,4,4,-4,2,-2,22,80,13,15,11,9,0,0,25.0,0,25,25,0,0,0,0,0,0,0,0,0,15,17.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,6,6,4,3,5,7,34,270,26,21,23,26,1,1,25.0,0,0,0,1,0,0,1,1,2,5,0,0,28,34.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
268,8,2,5,2,4,4,34,270,23,26,21,23,1,3,40.0,140,0,40,3,3,3,3,3,4,0,0,0,27,28.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
269,7,5,3,-2,3,5,30,190,19,19,21,17,1,5,40.0,0,20,0,0,0,1,0,1,0,0,0,0,23,22.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,6,4,8,4,6,8,37,280,27,29,25,27,1,1,30.0,30,0,0,0,0,0,0,0,1,3,2,0,29,38.5,29,28.0,0,0,0,0,0,0,0,10,0,0,0,0,0,15,0,0,0,0,0
271,3,4,1,-2,5,5,27,160,17,13,16,19,0,5,20.0,0,0,0,0,0,0,0,0,0,0,0,0,18,16.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
272,6,4,6,2,3,4,27,165,17,19,16,16,1,0,25.0,50,0,0,0,0,0,4,1,0,0,0,0,20,21.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
273,1,6,4,-5,3,-5,28,130,18,19,19,14,0,2,25.0,0,25,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,5,0,0,0,0,0,10,0,10,10,0,0,0,0,0,0,10
274,0,3,2,3,0,1,18,18,3,5,6,3,1,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.5,8,6.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
275,0,3,1,-4,1,0,19,18,7,5,11,7,0,5,5.0,50,0,0,0,0,0,0,0,0,0,0,0,11,7.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,7,5,7,3,7,5,31,230,24,24,20,18,1,1,25.0,0,0,25,0,0,0,1,4,1,0,0,0,22,24.0,0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0
277,6,2,5,-3,5,1,28,155,18,20,17,18,0,3,20.0,40,0,0,0,0,0,0,0,0,0,0,0,21,19.0,0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
278,8,4,8,-1,6,4,35,360,29,31,23,23,0,0,30.0,0,20,0,0,0,0,0,0,0,0,0,0,29,30.5,30,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
279,0,-2,3,-5,0,-5,9,35,3,8,1,3,0,5,5.0,0,5,10,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,3,0,0,3
280,0,4,3,-5,0,-5,19,25,8,8,11,5,0,2,5.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,2,0,0,0,0,0,5,0,5,5,0,0,0,0,0,0,5
281,4,3,1,-4,2,-3,19,24,8,7,9,8,0,0,25.0,0,0,15,0,0,0,0,0,0,0,0,0,10,9.5,0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
282,6,1,6,-2,4,3,24,190,18,20,15,14,0,0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,18,15.0,13,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
283,1,3,4,-5,1,-5,16,20,6,9,6,4,0,0,15.0,0,15,0,0,0,0,0,0,0,0,0,0,8,4.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,9,5,9,-3,6,6,40,350,31,35,28,27,1,1,40.0,0,40,0,0,1,0,1,0,0,0,0,1,34,33.5,0,0.0,0,0,0,0,0,0,0,15,0,0,0,0,15,15,0,0,0,0,0
285,2,2,2,2,2,2,15,22,7,7,7,7,0,2,25.0,0,0,0,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,1,4,1,-2,0,-1,17,16,3,6,9,5,0,4,20.0,35,0,0,0,1,0,0,0,0,0,0,0,9,4.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,5,1,3,1,2,4,27,105,15,16,14,15,1,2,40.0,100,0,0,1,0,0,0,0,0,0,0,0,18,15.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,3,4,2,-3,1,0,22,50,9,10,12,9,0,5,0.0,50,0,0,0,0,0,0,0,0,0,0,0,14,13.0,14,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,7,4,6,-4,4,0,33,225,22,24,22,20,0,1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,25,30.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
290,8,1,5,-5,5,-4,28,155,18,20,16,18,0,0,50.0,0,50,0,0,0,0,0,0,0,0,0,0,21,23.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,4,4,3,3,4,5,25,100,15,12,17,17,1,0,35.0,0,0,0,0,0,0,3,0,0,0,0,0,17,16.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,7,3,5,3,5,3,31,195,22,22,20,22,1,3,40.0,140,0,0,0,0,0,1,0,0,0,0,0,24,24.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,4,2,4,-4,3,0,16,15,6,9,5,6,0,1,30.0,0,15,0,0,0,0,0,0,0,0,0,0,9,7.5,0,0.0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
294,6,4,4,4,5,5,30,195,22,21,17,19,1,1,30.0,40,0,0,1,1,0,2,5,0,0,0,0,23,25.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
295,8,5,7,-3,6,7,38,295,27,29,25,22,1,4,35.0,100,0,100,0,0,0,0,0,1,1,0,0,31,30.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
296,6,4,6,2,3,3,28,200,19,22,16,19,1,2,25.0,0,0,40,2,1,0,2,1,0,0,0,0,23,22.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
297,4,5,2,3,2,5,24,105,14,12,17,14,1,0,25.0,0,0,0,0,1,1,4,0,0,0,0,0,14,16.0,17,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
298,6,0,4,-4,3,-1,22,70,9,14,8,11,0,0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,14,15.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,7,6,5,1,6,6,33,240,24,21,24,22,1,3,35.0,0,0,0,1,0,0,1,1,2,0,0,0,25,27.0,25,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
300,9,5,6,5,5,6,40,330,32,31,30,30,1,3,50.0,140,0,70,0,0,0,2,2,1,0,0,0,34,33.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,1,3,0,-4,0,0,12,8,5,2,5,2,0,6,30.0,0,30,0,0,0,0,0,0,0,0,0,0,7,3.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,2,2,2,2,2,2,15,22,7,7,7,7,0,2,25.0,0,0,0,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,7,2,5,3,5,6,33,222,23,25,20,21,1,3,40.0,120,0,60,3,4,4,4,3,0,0,0,0,26,25.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,8,6,7,1,4,2,36,260,22,27,28,24,1,0,40.0,0,40,0,0,0,0,0,0,1,0,0,0,30,36.5,0,0.0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
305,6,7,5,7,5,5,34,235,24,22,26,24,1,2,40.0,0,40,0,0,0,0,2,0,2,5,0,0,27,27.5,28,21.0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
306,6,6,5,-5,2,-5,31,170,20,22,25,16,0,13,40.0,0,0,0,0,0,0,0,0,0,0,0,0,23,25.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,3,4,2,1,3,1,19,48,10,9,11,8,1,0,20.0,0,0,0,1,1,0,0,0,0,0,0,0,10,9.5,11,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,8,4,5,7,8,5,39,245,30,25,26,30,1,0,0.0,35,0,0,0,0,0,1,0,1,4,2,0,32,43.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,9,7,7,-5,4,-4,42,340,30,31,33,28,0,0,50.0,0,25,0,0,0,0,0,0,0,0,0,0,35,33.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,1,5,4,-2,3,0,21,70,11,12,13,9,0,5,25.0,0,0,0,0,0,0,0,0,0,0,0,0,13,13.5,13,10.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
311,5,3,1,-4,3,-2,18,60,10,8,12,8,0,0,30.0,0,20,0,0,0,0,0,0,0,0,0,0,12,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,4,3,4,-4,3,0,19,65,10,12,11,7,0,0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,11,11.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,0,5,0,2,4,3,21,60,10,8,13,12,0,5,20.0,0,0,0,0,0,0,0,0,0,0,0,0,15,9.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,1,4,2,0,3,-1,18,20,8,7,9,6,0,0,25.0,0,20,0,0,0,0,0,0,0,0,0,0,9,3.5,9,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,-1,4,2,4,2,3,18,25,8,6,8,8,1,0,25.0,0,0,0,2,1,0,1,0,0,0,0,0,10,3.5,10,5.5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
316,8,4,6,-4,2,1,30,200,21,23,21,19,0,0,40.0,0,0,30,0,0,0,0,0,0,0,0,0,23,23.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,6,1,6,0,5,0,28,145,17,18,13,17,0,4,30.0,0,0,0,0,0,0,0,0,0,0,0,0,20,22.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,2,2,2,2,2,2,15,22,7,7,7,7,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,4,2,4,1,3,3,20,67,11,12,10,11,0,5,25.0,0,0,0,0,0,0,0,0,0,0,0,0,14,10.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,9,5,8,-3,6,7,40,315,28,30,28,24,1,4,35.0,75,0,50,0,0,0,0,0,1,1,0,0,33,25.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
321,4,-2,3,-5,0,-5,19,60,6,13,8,10,0,15,25.0,0,0,0,0,0,0,0,0,0,0,0,0,14,11.0,0,0.0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
322,6,2,4,2,2,4,27,142,16,18,16,16,1,3,30.0,100,0,50,1,1,0,0,0,0,0,0,0,20,17.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,0,5,4,2,4,5,22,75,13,11,12,13,1,2,25.0,0,0,0,0,1,1,2,1,0,0,0,0,14,11.0,0,0.0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
324,7,6,5,1,5,4,31,165,24,23,20,20,1,1,25.0,30,0,0,0,0,2,1,2,0,0,0,0,24,30.0,23,25.5,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,10,0,0
325,6,2,4,-1,2,0,24,95,14,16,14,12,0,3,15.0,40,0,50,0,0,0,0,0,0,0,0,0,17,16.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,3,3,4,6,3,5,27,100,17,16,19,17,1,1,30.0,0,0,0,1,1,4,3,0,0,0,0,0,18,16.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,4,4,5,4,6,2,26,80,17,15,13,19,1,3,25.0,0,0,0,0,2,2,3,0,0,0,0,0,17,17.0,0,0.0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0
328,-3,0,3,-2,3,0,16,20,7,8,3,6,1,0,15.0,0,0,0,1,0,1,0,0,0,0,0,0,5,3.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,5,0,4,-5,0,-5,21,80,9,15,11,9,0,16,25.0,0,0,0,0,0,0,0,0,0,0,0,0,15,17.5,0,0.0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
330,8,4,6,1,5,6,37,230,26,27,25,26,1,5,25.0,0,0,0,0,0,0,1,2,0,3,6,0,30,28.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,4,5,2,-5,2,-5,24,80,17,14,17,12,0,0,20.0,50,0,0,0,0,0,0,0,0,0,0,0,17,18.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,0,3,2,1,2,1,16,21,5,7,8,5,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,8,5.5,8,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,6,2,4,2,2,4,27,142,16,18,16,16,1,3,30.0,100,0,50,4,4,3,0,0,0,0,0,0,20,17.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,0,4,1,3,1,3,22,25,9,6,13,8,1,0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,11,5.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
335,6,4,2,2,4,2,27,105,15,15,13,17,1,2,25.0,40,0,0,0,1,2,1,1,0,0,0,0,18,13.5,0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
336,4,2,1,0,3,2,20,72,11,9,12,13,1,0,25.0,0,0,0,0,1,0,1,0,0,0,0,0,13,13.0,11,9.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,4,4,2,1,5,0,20,58,13,10,12,11,0,4,20.0,0,20,30,0,0,0,0,0,0,0,0,0,14,13.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,1,3,2,-4,1,0,18,35,7,8,9,5,0,5,25.0,0,20,0,0,0,0,0,0,0,0,0,0,9,8.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
339,7,3,6,3,5,5,30,200,21,22,19,19,1,0,35.0,0,15,0,0,0,0,0,0,0,1,0,0,23,22.0,23,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
340,4,1,4,0,2,-1,18,45,8,10,5,8,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,10,8.5,7,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,8,5,5,4,5,8,34,230,26,21,25,23,1,1,40.0,40,0,0,0,1,0,4,0,0,2,0,0,27,32.0,25,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
342,6,4,2,4,2,6,25,105,13,16,12,14,1,2,25.0,0,0,25,0,1,0,2,0,0,0,0,0,18,20.5,0,0.0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
343,1,4,1,0,3,1,20,30,12,8,10,8,1,1,15.0,50,0,0,1,1,0,2,0,0,0,0,0,12,12.0,0,0.0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,0
344,2,2,2,2,2,2,15,22,7,7,7,7,0,2,25.0,0,0,0,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,2,2,2,2,2,2,15,22,7,7,7,7,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,7,3,6,4,5,4,31,245,21,23,18,22,1,0,30.0,0,0,30,0,0,0,3,2,2,0,0,0,24,25.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0
347,7,0,4,-2,4,3,24,120,16,18,10,16,0,1,20.0,0,0,0,0,0,0,0,0,0,0,0,0,20,19.0,0,0.0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0
348,0,3,0,-4,4,0,19,30,9,7,12,9,0,2,10.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,2,0,0,0,0,0,5,0,5,5,0,0,0,0,0,0,5
349,9,5,6,5,5,7,42,275,28,30,27,29,1,2,60.0,140,0,0,1,1,1,0,0,0,1,0,0,33,30.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,9,4,6,8,6,8,37,345,29,27,23,29,1,1,30.0,50,0,0,0,0,0,0,2,2,2,3,0,28,26.5,0,0.0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,0,0,0,0,0
351,4,3,2,1,2,5,21,65,12,10,13,10,1,0,25.0,0,0,0,0,0,0,2,0,1,0,0,0,14,14.0,14,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
352,6,3,4,3,6,3,27,135,20,16,13,18,0,2,25.0,0,0,0,0,0,0,0,0,0,0,0,0,20,19.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,3,2,4,-5,1,-5,19,46,8,11,9,6,0,0,10.0,0,0,30,0,0,0,0,0,0,0,0,0,12,11.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,7,3,6,-2,5,3,30,175,19,22,17,19,0,1,35.0,0,0,0,0,0,0,0,0,0,0,0,0,23,21.0,19,17.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,10,5,7,2,7,4,46,490,35,38,34,36,1,4,50.0,0,0,0,0,0,0,0,0,0,1,1,2,40,51.0,39,39.0,0,0,0,0,0,0,0,0,20,0,20,0,20,0,0,0,0,0,0
356,5,5,4,3,4,4,28,135,21,17,18,17,1,1,35.0,30,0,0,1,1,1,5,0,0,0,0,0,21,20.0,21,15.0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,10,0,0
357,4,1,2,0,2,0,19,20,7,7,6,5,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,9,8.5,6,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,3,2,3,-4,1,-2,18,32,8,11,8,5,0,0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,9,8.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,3,4,0,-5,2,-5,19,50,9,7,11,9,0,13,25.0,0,0,0,0,0,0,0,0,0,0,0,0,8,8.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,2,-1,3,-5,1,-5,13,18,3,9,3,3,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,7,2,5,-2,3,0,25,120,15,17,12,13,0,1,20.0,0,0,0,0,0,0,0,0,0,0,0,0,18,18.0,0,0.0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5,0,0,0
362,4,7,4,5,6,8,36,240,28,22,25,28,1,1,35.0,0,35,0,0,0,0,3,3,0,3,0,0,30,31.5,0,0.0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0
363,2,2,2,2,2,2,15,22,7,7,7,7,0,0,25.0,20,0,0,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,7,2,5,2,4,4,30,175,22,21,18,20,1,3,40.0,140,0,0,1,1,0,0,0,0,0,0,0,23,22.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,7,5,6,3,4,6,31,225,21,23,20,19,1,1,25.0,50,0,0,1,0,0,1,3,1,0,0,0,24,25.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
366,3,3,4,-3,3,2,18,55,12,11,8,8,1,2,30.0,0,0,0,0,1,0,0,0,0,0,0,0,12,6.5,0,0.0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
367,4,1,4,-4,3,1,16,24,6,9,4,6,0,0,5.0,0,0,40,0,0,0,0,0,0,0,0,0,7,7.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,9,5,7,5,7,7,44,355,34,36,32,34,1,3,60.0,160,0,0,0,0,0,3,1,0,0,1,0,36,39.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,4,-1,4,-4,2,-1,17,36,6,10,5,8,0,4,20.0,0,0,0,0,0,0,0,0,0,0,0,0,10,10.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,5,-4,5,-5,0,-5,12,157,8,17,8,10,0,7,15.0,0,0,0,0,0,0,0,0,0,0,0,0,15,17.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,6,2,4,-4,3,0,28,170,18,19,17,16,0,0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,21,21.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
